grid_id,lat,lon,lat_min,lat_max,lon_min,lon_max,fire,fire_count,forest_density,elevation,slope,max_temp,min_temp,rainfall,wind_speed,humidity,pressure,dry_days,avg_temp_7d,avg_rain_7d,temp_range,heat_index,fuel_dryness,fire_weather_index
28.50_86.10,28.549999999999923,86.14999999999897,28.499999999999922,28.599999999999923,86.09999999999897,86.19999999999897,0,0,0.44375181342740877,2587.0492180961196,25.970747366884147,-2.4,-14.6,0.0,10.5,51,558.0,7,-1.6857142857142855,0.014285714285714287,12.2,-1.9,-0.27440000000000003,-3.3923076923076922
20.30_73.80,20.34999999999995,73.84999999999967,20.29999999999995,20.399999999999952,73.79999999999967,73.89999999999966,1,3,0.6913649767271224,1085.8036843937375,12.5469676156504,32.0,21.2,0.0,18.4,55,938.5,7,30.75714285714286,0.0,10.8,34.5,3.36,73.6
12.50_71.70,12.54999999999998,71.74999999999979,12.499999999999979,12.599999999999978,71.69999999999979,71.79999999999978,0,0,0.17961033390643755,430.42523342152765,4.257059047272669,27.4,26.9,0.0,20.4,77,1011.4,7,27.842857142857145,0.1285714285714286,0.5,40.9,1.4704666666666666,50.163076923076915
23.00_69.80,23.049999999999944,69.8499999999999,22.999999999999943,23.099999999999945,69.7999999999999,69.89999999999989,1,1,0.31655355349650727,147.7719509892633,0.17131195284361977,33.2,21.1,0.0,16.9,34,1003.5,7,31.028571428571432,0.0,12.100000000000001,25.200000000000003,5.1128,112.21600000000001
21.20_82.10,21.249999999999947,82.1499999999992,21.199999999999946,21.299999999999947,82.0999999999992,82.19999999999919,1,21,0.5489733168193658,436.36748633617395,3.1709180268163393,33.8,17.6,0.0,8.3,51,983.5,7,32.04285714285714,0.0,16.199999999999996,34.3,3.8644666666666656,37.765
21.90_71.00,21.949999999999946,71.04999999999983,21.899999999999945,21.999999999999947,70.99999999999983,71.09999999999982,0,0,0.2385545616266596,61.68914505607109,0.0,33.3,19.7,0.0,15.0,48,995.8,7,31.685714285714283,0.0,13.599999999999998,32.3,4.0404,71.35714285714285
26.60_81.00,26.64999999999993,81.04999999999926,26.59999999999993,26.699999999999932,80.99999999999926,81.09999999999926,1,1,0.44167085381263915,103.24991431565816,0.0,28.6,15.7,0.0,10.2,72,1002.4,7,26.514285714285716,0.0,12.900000000000002,39.6,1.8685333333333336,27.973150684931504
24.20_73.80,24.24999999999994,73.84999999999967,24.19999999999994,24.29999999999994,73.79999999999967,73.89999999999966,1,1,0.2239543400801729,159.14302527241364,0.0,29.0,18.8,0.0,17.3,65,984.0,7,29.285714285714285,0.028571428571428574,10.2,36.5,2.368333333333333,53.21060606060607
17.10_88.90,17.149999999999963,88.94999999999881,17.099999999999962,17.199999999999964,88.89999999999881,88.9999999999988,0,0,0.35844598761980195,296.68979612632006,3.18855568734508,26.4,25.6,0.0,19.1,74,1014.1,7,25.17142857142857,0.0,0.7999999999999972,38.4,1.6016000000000001,47.062400000000004
13.00_69.70,13.049999999999978,69.7499999999999,12.999999999999977,13.099999999999977,69.6999999999999,69.7999999999999,0,0,0.2265761829363632,115.1472956112035,2.205238519410956,27.1,26.0,0.0,19.2,71,1012.2,7,27.542857142857144,0.0,1.1000000000000014,37.6,1.8337666666666672,50.58666666666667
26.60_89.40,26.64999999999993,89.44999999999878,26.59999999999993,26.699999999999932,89.39999999999878,89.49999999999878,1,5,0.8097673489253102,414.79871874298857,3.5677596976576136,32.0,15.8,0.0,12.0,54,1004.1,7,29.457142857142856,0.0,16.2,34.0,3.4346666666666663,48.872727272727275
11.80_76.10,11.849999999999982,76.14999999999954,11.799999999999981,11.89999999999998,76.09999999999954,76.19999999999953,1,1,0.7738142299180084,1127.1368238364676,10.552288769073975,32.5,19.8,0.0,13.8,62,930.2,7,31.4,0.0,12.7,38.5,2.8816666666666664,49.833333333333336
34.10_76.10,34.1499999999999,76.14999999999954,34.0999999999999,34.1999999999999,76.09999999999954,76.19999999999953,0,0,0.3472460488599412,2078.4012506965432,22.679298636823216,-9.1,-15.9,0.0,16.3,27,505.1,7,-11.828571428571427,0.0,6.800000000000001,-20.6,-1.5500333333333334,-37.0825
26.90_93.30,26.94999999999993,93.34999999999856,26.899999999999928,26.99999999999993,93.29999999999856,93.39999999999856,1,5,0.7191065061113437,222.6024282745855,3.8936748186110886,30.4,10.9,0.0,11.1,58,998.4,7,28.071428571428566,0.0,19.5,34.4,2.9791999999999996,40.035254237288136
9.40_77.20,9.44999999999999,77.24999999999947,9.39999999999999,9.49999999999999,77.19999999999948,77.29999999999947,1,8,0.18824240677581586,495.9497925107121,3.194394024572636,29.6,17.1,0.0,18.2,63,888.8,7,30.057142857142853,0.0,12.5,36.1,2.5554666666666668,58.9225
18.30_73.10,18.34999999999996,73.14999999999971,18.299999999999958,18.39999999999996,73.09999999999971,73.1999999999997,1,4,0.889011836007362,878.1452814713191,8.108106272052407,28.9,22.5,0.0,10.7,83,1000.3,7,29.057142857142857,0.0,6.399999999999999,45.4,1.146366666666667,25.769166666666663
26.60_84.50,26.64999999999993,84.54999999999906,26.59999999999993,26.699999999999932,84.49999999999906,84.59999999999906,0,0,0.3662879853340474,106.27104596107043,0.48457467974989266,30.3,15.5,0.0,12.3,72,1007.0,7,27.357142857142858,0.0,14.8,41.3,1.9796000000000002,35.73739726027398
23.00_77.20,23.049999999999944,77.24999999999947,22.999999999999943,23.099999999999945,77.19999999999948,77.29999999999947,1,2,0.42330647085632733,187.91663387730668,1.9264554773671245,23.4,17.4,2.2,17.3,75,958.6,7,29.485714285714284,0.1285714285714286,6.0,35.9,1.3649999999999998,37.28605263157895
7.70_88.20,7.749999999999996,88.24999999999885,7.699999999999996,7.799999999999995,88.19999999999885,88.29999999999885,0,0,0.16501816437186415,291.3019674955817,4.123650162195631,27.7,26.8,35.5,28.5,86,1010.1,0,27.585714285714285,11.528571428571428,0.8999999999999986,45.7,0.0,0.0
9.90_77.20,9.949999999999989,77.24999999999947,9.899999999999988,9.999999999999988,77.19999999999948,77.29999999999947,1,2,0.2651329791903823,263.3357584060884,2.1506381826721106,22.9,13.8,0.0,13.9,64,848.3,0,22.7,0.9571428571428572,9.099999999999998,29.9,0.0,0.0
10.50_97.00,10.549999999999986,97.04999999999835,10.499999999999986,10.599999999999985,96.99999999999835,97.09999999999835,0,0,0.11548487049690759,459.94745451083486,3.5440509792837194,29.0,27.8,0.0,28.6,78,1011.6,1,28.657142857142855,1.614285714285714,1.1999999999999993,43.0,0.21266666666666664,10.49873417721519
19.50_77.70,19.549999999999955,77.74999999999945,19.499999999999954,19.599999999999955,77.69999999999945,77.79999999999944,0,0,0.15462363941712667,403.38796682030306,2.6851610900123126,32.7,20.4,0.0,14.4,52,969.2,7,32.385714285714286,0.0,12.300000000000004,33.7,3.6624000000000003,62.19169811320755
23.20_77.10,23.24999999999994,77.14999999999948,23.19999999999994,23.29999999999994,77.09999999999948,77.19999999999948,0,0,0.4593462088651349,160.5231155005289,1.4597495745220597,22.1,17.3,0.6,13.6,82,957.7,0,29.185714285714287,0.2714285714285714,4.800000000000001,38.1,0.0,0.0
14.50_71.30,14.549999999999972,71.34999999999981,14.499999999999972,14.599999999999971,71.29999999999981,71.3999999999998,0,0,0.4296934655819319,372.32455823114765,2.413303825919745,27.2,26.5,0.0,23.1,74,1011.8,7,27.742857142857144,0.0,0.6999999999999993,39.2,1.6501333333333335,58.64320000000001
12.90_76.80,12.949999999999978,76.8499999999995,12.899999999999977,12.999999999999977,76.7999999999995,76.8999999999995,1,2,0.8339972136152307,529.111320522585,4.213010584152042,31.0,19.0,0.0,16.7,62,930.9,7,30.242857142857137,0.0,12.0,37.0,2.7486666666666673,57.52222222222222
12.70_79.80,12.749999999999979,79.84999999999933,12.699999999999978,12.799999999999978,79.79999999999933,79.89999999999932,0,0,0.11526861973988285,1002.7241884646221,11.889700855898937,31.7,22.2,0.0,14.9,75,1007.1,7,31.328571428571426,0.0,9.5,44.2,1.8491666666666666,43.50407894736842
16.80_93.10,16.849999999999962,93.14999999999857,16.79999999999996,16.899999999999963,93.09999999999857,93.19999999999857,0,0,0.396810676650167,262.56503631383436,2.8762343204794485,27.8,27.0,0.0,17.2,74,1013.2,7,26.47142857142857,0.0,0.8000000000000007,39.8,1.6865333333333332,44.62826666666667
14.20_80.60,14.249999999999973,80.64999999999928,14.199999999999973,14.299999999999972,80.59999999999928,80.69999999999928,0,0,0.43514653720271046,730.2340200428202,6.3609022499138295,26.6,26.2,0.0,19.3,76,1013.5,7,26.54285714285714,0.0,0.40000000000000213,39.6,1.4896,46.67090909090909
12.10_79.80,12.14999999999998,79.84999999999933,12.09999999999998,12.19999999999998,79.79999999999933,79.89999999999932,0,0,0.35787314121071623,941.8137395561596,8.841101885558183,30.0,22.4,0.0,14.0,81,1012.0,7,29.58571428571429,0.0,7.600000000000001,45.5,1.3299999999999996,35.853658536585364
28.50_92.00,28.549999999999923,92.04999999999863,28.499999999999922,28.599999999999923,91.99999999999864,92.09999999999863,0,0,0.8306261614896969,2960.0078268921106,29.3372109629186,-3.5,-13.1,1.0,24.1,61,586.3,7,0.28571428571428586,0.0,9.6,2.0,-0.3185,-9.523387096774194
33.00_92.90,33.049999999999905,92.94999999999858,32.99999999999991,33.09999999999991,92.89999999999858,92.99999999999858,0,0,0.8359185214074174,1837.7556166903482,18.169036987718748,-3.9,-18.1,0.0,28.6,37,565.5,7,-6.271428571428571,0.07142857142857142,14.200000000000001,-10.4,-0.5733,-20.54684210526316
6.50_85.60,6.55,85.649999999999,6.5,6.6,85.599999999999,85.699999999999,0,0,0.3278683872395796,223.54557539780933,3.4744705989902687,27.9,26.8,13.2,24.2,83,1009.9,0,27.471428571428568,21.942857142857143,1.0999999999999979,44.4,0.0,0.0
7.70_72.70,7.749999999999996,72.74999999999973,7.699999999999996,7.799999999999995,72.69999999999973,72.79999999999973,0,0,0.3462889781624301,173.86024051693556,0.0,28.0,27.2,0.0,16.8,78,1010.5,0,27.942857142857143,0.4,0.8000000000000007,42.0,0.0,0.0
20.60_85.60,20.649999999999952,85.649999999999,20.59999999999995,20.699999999999953,85.599999999999,85.699999999999,1,1,0.1828814607793406,311.97690117685653,3.7009537167927964,33.0,19.6,0.0,13.0,53,1004.4,7,30.757142857142856,0.0,13.399999999999999,34.5,3.619,55.611111111111114
15.20_94.10,15.24999999999997,94.14999999999851,15.199999999999969,15.299999999999969,94.09999999999852,94.19999999999851,0,0,0.24453206102494718,176.77924110511168,0.0,28.4,27.5,0.0,14.6,81,1012.8,7,27.442857142857143,0.0,0.8999999999999986,43.9,1.2590666666666663,35.39609756097561
23.20_77.60,23.24999999999994,77.64999999999945,23.19999999999994,23.29999999999994,77.59999999999945,77.69999999999945,1,12,0.22582777851015595,459.29235252177983,6.3308872626399175,22.8,17.4,0.4,11.7,80,964.5,0,29.35714285714286,0.2571428571428572,5.400000000000002,37.8,0.0,0.0
6.50_89.20,6.55,89.24999999999879,6.5,6.6,89.1999999999988,89.29999999999879,0,0,0.18138610176543005,444.25694058056985,6.344788907899751,27.8,27.0,33.9,21.5,85,1009.9,0,27.985714285714284,14.271428571428572,0.8000000000000007,45.3,0.0,0.0
23.30_96.60,23.34999999999994,96.64999999999837,23.29999999999994,23.39999999999994,96.59999999999837,96.69999999999837,0,0,0.7350510973061671,199.8086303362242,2.928386813768694,34.5,17.0,0.0,9.5,52,990.3,7,32.08571428571429,0.0,17.5,35.5,3.8639999999999994,43.2877358490566
12.10_86.70,12.14999999999998,86.74999999999893,12.09999999999998,12.19999999999998,86.69999999999894,86.79999999999893,0,0,0.1704560527897362,236.95888107207367,0.8304414456203411,27.2,26.5,8.6,31.8,86,1012.0,7,26.37142857142857,0.08571428571428572,0.6999999999999993,45.2,0.8885333333333334,69.59448275862069
34.00_75.30,34.0499999999999,75.34999999999958,33.9999999999999,34.0999999999999,75.29999999999959,75.39999999999958,0,0,0.33182413211710104,1104.3347902027958,11.548867593869454,17.5,4.2,0.0,8.1,36,777.8,7,14.242857142857144,0.0,13.3,10.5,2.6133333333333337,26.81756756756757
14.20_84.30,14.249999999999973,84.34999999999907,14.199999999999973,14.299999999999972,84.29999999999907,84.39999999999907,0,0,0.30578272284502706,332.1761063265254,3.621045559722395,26.8,25.9,0.0,28.0,80,1013.1,7,26.271428571428572,0.0,0.9000000000000021,41.8,1.2506666666666664,64.84938271604939
30.90_77.40,30.949999999999914,77.44999999999946,30.899999999999913,30.999999999999915,77.39999999999947,77.49999999999946,1,2,0.35838463044571156,1121.078870818246,10.476945831586882,20.7,8.5,0.0,13.7,62,819.8,7,19.82857142857143,0.07142857142857142,12.2,26.7,1.8354000000000001,31.509999999999998
13.50_80.10,13.549999999999976,80.14999999999931,13.499999999999975,13.599999999999975,80.09999999999931,80.1999999999993,0,0,0.11529511900255192,635.1473727917128,6.48262367695565,30.8,22.7,0.0,15.9,75,1013.3,7,30.17142857142857,0.0,8.100000000000001,43.3,1.7966666666666666,45.10578947368421
19.60_74.90,19.649999999999952,74.9499999999996,19.59999999999995,19.699999999999953,74.89999999999961,74.9999999999996,1,1,0.8597125858765564,1091.4122106560974,10.615895461779465,32.6,20.2,0.0,10.2,60,961.2,7,31.914285714285715,0.0,12.400000000000002,37.6,3.042666666666667,38.158032786885244
13.00_76.90,13.049999999999978,76.94999999999949,12.999999999999977,13.099999999999977,76.8999999999995,76.99999999999949,1,2,0.6458132520769054,1361.194679094634,13.172145645881672,31.3,18.8,0.0,17.2,61,928.1,7,30.74285714285714,0.0,12.5,36.8,2.8483000000000005,60.78258064516129
10.90_80.70,10.949999999999985,80.74999999999928,10.899999999999984,10.999999999999984,80.69999999999928,80.79999999999927,0,0,0.2786632449544178,466.59828035977284,3.035470586949185,27.0,26.4,3.6,29.1,83,1012.0,7,26.814285714285713,0.0,0.6000000000000014,43.5,1.0710000000000002,65.47500000000001
10.70_69.10,10.749999999999986,69.14999999999993,10.699999999999985,10.799999999999985,69.09999999999994,69.19999999999993,0,0,0.30760845075177456,167.39768911132148,0.7545328057133567,27.5,26.9,0.1,21.8,73,1011.6,7,27.757142857142856,0.0,0.6000000000000014,39.0,1.7325,56.70945945945946
17.90_81.90,17.94999999999996,81.9499999999992,17.89999999999996,17.99999999999996,81.89999999999921,81.9999999999992,1,4,0.38428967713945605,601.2561722486759,7.455644890733998,28.8,12.6,0.0,9.4,48,892.8,7,26.11428571428571,0.0,16.200000000000003,27.8,3.4944000000000006,38.674285714285716
13.80_87.20,13.849999999999975,87.2499999999989,13.799999999999974,13.899999999999974,87.19999999999891,87.2999999999989,0,0,0.21863820459233285,430.2688281946308,6.175713715442849,26.1,25.6,0.0,26.5,88,1012.8,7,25.75714285714286,0.0,0.5,45.1,0.7308,54.399438202247204
7.70_72.60,7.749999999999996,72.64999999999974,7.699999999999996,7.799999999999995,72.59999999999974,72.69999999999973,0,0,0.3226768588091738,250.0711950078376,2.6593395281236454,28.2,27.3,0.0,17.4,77,1010.5,0,27.97142857142857,0.5857142857142856,0.8999999999999986,41.7,0.0,0.0
8.60_90.40,8.649999999999993,90.44999999999872,8.599999999999993,8.699999999999992,90.39999999999873,90.49999999999872,0,0,0.23878737950423146,327.5621411187049,4.99059076932374,28.2,27.5,27.3,34.0,83,1010.5,0,27.842857142857145,7.528571428571428,0.6999999999999993,44.7,0.0,0.0
19.80_96.10,19.849999999999955,96.1499999999984,19.799999999999955,19.899999999999956,96.0999999999984,96.1999999999984,0,0,0.4393132147766746,71.0581216115427,0.14008776948439627,34.6,23.6,0.2,6.4,63,996.1,7,32.75714285714286,0.014285714285714287,11.0,41.1,2.9871333333333334,24.220000000000002
30.00_80.10,30.049999999999915,80.14999999999931,29.999999999999915,30.099999999999916,80.09999999999931,80.1999999999993,1,1,0.23125857954738108,2558.7688408792974,23.73999665137884,19.2,9.5,0.0,14.2,46,826.6,0,17.900000000000002,0.6142857142857144,9.7,17.2,0.0,0.0
25.60_94.30,25.64999999999993,94.3499999999985,25.59999999999993,25.699999999999932,94.2999999999985,94.3999999999985,1,3,0.9436860189840257,321.9833584439378,4.309280663884928,20.1,6.5,0.0,9.1,38,799.5,7,18.928571428571427,0.0,13.600000000000001,14.100000000000001,2.9078000000000004,32.83
26.70_77.00,26.74999999999993,77.04999999999949,26.69999999999993,26.79999999999993,76.99999999999949,77.09999999999948,0,0,0.2444627429881978,223.97858523883247,0.9822628337072796,26.1,14.0,0.0,9.9,79,991.3,1,26.757142857142856,0.41428571428571426,12.100000000000001,40.6,0.18269999999999997,3.2298750000000007
19.10_90.30,19.149999999999956,90.34999999999873,19.099999999999955,19.199999999999957,90.29999999999873,90.39999999999873,0,0,0.14137221968788954,206.12542002508448,0.7157944469685718,25.2,24.7,0.0,14.0,83,1014.3,7,25.0,0.0,0.5,41.7,0.9996000000000003,29.4
7.70_87.80,7.749999999999996,87.84999999999887,7.699999999999996,7.799999999999995,87.79999999999887,87.89999999999887,0,0,0.3090178201798033,379.1217289226519,5.559947082134643,27.8,26.9,30.7,26.2,86,1010.1,0,27.657142857142862,12.514285714285716,0.9000000000000021,45.8,0.0,0.0
31.80_84.50,31.849999999999913,84.54999999999906,31.799999999999912,31.899999999999913,84.49999999999906,84.59999999999906,0,0,0.30782807431331805,1434.3112165077216,14.2054028434856,0.1,-11.8,0.0,15.2,35,577.4,7,-1.5285714285714285,0.0,11.9,-7.4,0.015166666666666669,0.29555555555555557
27.10_87.80,27.149999999999928,87.84999999999887,27.099999999999927,27.19999999999993,87.79999999999887,87.89999999999887,0,0,0.34287633910214466,231.76627756623213,0.6008639118846029,20.6,10.2,0.0,13.8,65,800.3,7,19.128571428571426,0.0,10.400000000000002,28.1,1.6823333333333335,30.150909090909096
27.30_92.90,27.349999999999927,92.94999999999858,27.299999999999926,27.399999999999928,92.89999999999858,92.99999999999858,0,0,0.8278815731170093,177.56452973109674,0.010163045070847865,19.7,8.4,0.0,16.9,50,849.7,7,18.942857142857143,0.042857142857142864,11.299999999999999,19.7,2.2983333333333333,45.696274509803914
25.90_81.20,25.949999999999932,81.24999999999925,25.89999999999993,25.999999999999932,81.19999999999925,81.29999999999924,1,1,0.37240934122764024,183.93519268813333,1.133643535423988,28.5,16.9,0.3,9.0,70,1003.7,0,26.24285714285714,0.31428571428571433,11.600000000000001,38.5,0.0,0.0
27.60_94.60,27.649999999999924,94.64999999999849,27.599999999999923,27.699999999999925,94.59999999999849,94.69999999999848,1,1,0.750662257920938,362.16288011631457,4.4864676127111425,28.8,16.8,0.0,15.1,46,983.1,4,26.057142857142857,0.5142857142857143,12.0,26.8,2.0736000000000003,37.01106382978723
9.10_79.20,9.149999999999991,79.24999999999936,9.09999999999999,9.19999999999999,79.19999999999936,79.29999999999936,0,0,0.36130429266833863,476.8380751608213,3.3109411934538975,26.7,26.1,0.8,29.7,86,1011.4,6,26.928571428571427,0.24285714285714285,0.5999999999999979,44.7,0.7476,54.688965517241385
34.10_69.90,34.1499999999999,69.94999999999989,34.0999999999999,34.1999999999999,69.89999999999989,69.99999999999989,0,0,0.32753358217051254,1674.7113947462635,18.36321863688846,5.7,1.6,0.0,8.1,42,699.8,3,0.6714285714285715,0.37142857142857144,4.1,1.7000000000000002,0.33060000000000006,3.221162790697674
34.90_81.60,34.949999999999896,81.64999999999922,34.8999999999999,34.9999999999999,81.59999999999923,81.69999999999922,0,0,0.41237916374987915,1911.7454692181398,18.0282057320186,-2.9,-22.8,0.0,6.4,36,557.4,7,-7.542857142857142,0.0,19.900000000000002,-9.9,-0.43306666666666666,-3.511351351351351
11.70_80.70,11.749999999999982,80.74999999999928,11.699999999999982,11.799999999999981,80.69999999999928,80.79999999999927,0,0,0.1282965897325613,439.01389429840816,6.355478163461997,26.9,26.5,0.8,27.2,80,1012.4,7,26.685714285714283,0.0,0.3999999999999986,41.9,1.255333333333333,63.231604938271595
35.10_71.20,35.14999999999989,71.24999999999982,35.099999999999895,35.199999999999896,71.19999999999982,71.29999999999981,0,0,0.18675548461818592,2833.4098909586405,26.528811959873636,3.2,-1.1,0.0,9.4,33,728.2,7,-0.24285714285714283,0.09999999999999999,4.300000000000001,-5.3,0.5002666666666666,6.192941176470589
28.00_71.30,28.049999999999923,71.34999999999981,27.999999999999922,28.099999999999923,71.29999999999981,71.3999999999998,0,0,0.22358964442470797,2738.850642805386,27.909263015581633,29.6,19.1,0.0,8.3,47,1005.8,7,30.328571428571426,0.014285714285714287,10.5,28.1,3.660533333333334,35.82833333333334
30.20_76.20,30.24999999999992,76.24999999999953,30.199999999999918,30.29999999999992,76.19999999999953,76.29999999999953,1,2,0.16300423599195812,1468.7691856449455,13.572617037311458,26.7,12.2,0.0,8.7,75,989.8,7,25.457142857142856,0.014285714285714287,14.5,39.2,1.5575,21.395131578947364
34.30_73.70,34.349999999999895,73.74999999999967,34.2999999999999,34.3999999999999,73.69999999999968,73.79999999999967,0,0,0.4771497193477213,2882.929151556132,27.45902461613837,16.9,6.7,0.0,11.8,32,787.3,7,15.714285714285714,0.028571428571428574,10.2,7.899999999999999,2.6814666666666658,42.30121212121212
7.20_86.00,7.249999999999997,86.04999999999897,7.1999999999999975,7.299999999999997,85.99999999999898,86.09999999999897,0,0,0.37171123257599425,367.2571802886052,2.200025507485358,28.0,26.8,9.4,23.8,83,1009.9,0,27.557142857142857,20.971428571428568,1.1999999999999993,44.5,0.0,0.0
32.90_70.80,32.9499999999999,70.84999999999984,32.899999999999906,32.99999999999991,70.79999999999984,70.89999999999984,0,0,0.4563264870439063,1807.0450780082328,19.09066865439195,27.5,13.4,0.0,11.7,50,979.9,7,26.157142857142862,0.07142857142857142,14.1,27.5,3.208333333333333,44.161764705882355
